Entity,Year,Poverty_Index,gdp_growth,gdp_per_capita
Republic of Moldova,2013,0.042365005922565646,3321.0,9.04
Republic of Moldova,2014,0.04193671115250252,3289.0,5.0
Republic of Moldova,2015,0.03507799065338607,2750.0,-0.34
Republic of Moldova,2016,0.036347806871293915,2848.0,4.65
Republic of Moldova,2017,0.0440350775103558,3455.0,4.18
Republic of Moldova,2018,0.052927976633277606,4157.0,4.08
Republic of Moldova,2019,0.05606682430469798,4405.0,3.55
Republic of Moldova,2020,0.055632389987105534,4376.0,-8.28
Slovakia,2010,0.21449489780729283,16909.0,6.72
Slovakia,2011,0.23475462284366627,18510.0,2.67
Slovakia,2012,0.22192619262604338,17498.0,1.32
Slovakia,2013,0.2317785735875054,18276.0,0.63
Slovakia,2014,0.23741523134679302,18720.0,2.7
Slovakia,2015,0.20792369902999053,16391.0,5.17
Slovakia,2016,0.2100844204828232,16563.0,1.94
Slovakia,2017,0.22303755480307363,17585.0,2.94
Slovakia,2018,0.24712703456080895,19486.0,4.03
Slovakia,2019,0.24580087025182756,19382.0,2.51
Slovakia,2020,0.2479214066949774,19552.0,-3.34
Czech Republic,2010,0.253122957127759,19960.0,2.43
Czech Republic,2011,0.2773291505395301,21871.0,1.76
Czech Republic,2012,0.25197719026555915,19871.0,-0.79
Czech Republic,2013,0.25530059757393575,20133.0,-0.05
Czech Republic,2014,0.2522478496638775,19891.0,2.26
Czech Republic,2015,0.22615528382505423,17830.0,5.39
Czech Republic,2016,0.23557735519317746,18575.0,2.54
Czech Republic,2017,0.2617025628645458,20636.0,5.17
Czech Republic,2018,0.29701200043514,23424.0,3.22
Czech Republic,2019,0.3000640935982787,23665.0,3.03
Czech Republic,2020,0.2915023510383277,22993.0,-5.5
